frames_ids,AU1,AU2,AU4,AU6,AU12,AU15,AU20,AU25,EXPR,valence,arousal
1,0,0,0,0,0,0,0,0,0,-0.1826966710290627,-0.02369911848616449
2,0,0,0,0,0,0,0,0,0,-0.14817278665539468,-0.051263616885989946
3,0,0,0,0,0,0,0,0,0,-0.20398197940697801,-0.12485130481716053
4,0,0,0,0,0,0,0,0,0,-0.14610346195925228,-0.07291529918285582
5,0,0,0,0,0,0,0,0,0,-0.09868474164977675,-0.034565699311267455
6,0,0,0,0,0,0,0,0,0,-0.09998253522146694,-0.07067293053688978
7,0,0,0,0,0,0,1,0,0,0.31383843591289684,0.28110831698990957
8,0,0,0,0,0,0,0,0,0,-0.13172676616446366,-0.047055231284742344
9,0,0,0,0,0,0,0,0,0,-0.1006309198044045,-0.0007331216413724462
10,0,0,0,0,0,0,0,0,0,-0.13030816439392148,-0.1584581149447906
11,0,0,0,0,0,0,0,0,0,-0.05122300548675032,-0.05207557483625262
12,0,0,0,0,0,0,0,0,0,-0.0778406010205417,-0.022627014715812764
13,0,0,0,0,0,0,0,0,0,-0.05866678478196269,-0.04882591693220961
14,0,0,0,0,0,0,0,0,0,-0.13686613481197704,-0.07787257579375846
15,0,0,0,0,0,0,0,0,0,-0.0777179554938094,-0.06209875886193729
16,0,0,0,0,0,0,0,0,0,-0.09550655438368656,-0.039521282906399016
17,0,0,0,0,0,0,0,0,0,-0.11175937226385275,-0.006717376827605518
18,0,0,0,0,0,0,0,0,0,-0.14727934804058784,0.003449480711041237
19,0,0,0,0,0,0,0,0,0,-0.12898474018775719,0.01754299022784255
20,0,0,0,0,0,0,0,0,0,-0.09400871407093585,-0.010472063116092094
21,0,0,0,0,0,0,0,0,0,-0.196992030955459,-0.03930984101086664
22,0,0,0,0,0,0,0,0,0,-0.178384546527492,0.05132840189617121
23,0,0,0,0,0,0,0,0,0,-0.20880534264602166,0.02622182125617794
24,0,0,0,0,0,0,0,0,0,-0.17623318797957746,0.03161234594881529
25,0,0,0,0,0,0,0,0,0,-0.17509448905720526,-0.017685795386665024
26,0,0,0,0,0,0,0,0,0,-0.08021712586234672,-0.035997445401000416
27,0,0,0,0,0,0,0,0,0,-0.07087231817116084,-0.0327518681480893
28,0,0,0,0,0,0,0,0,0,-0.060773774099193156,-0.06573100095173642
29,0,0,0,0,0,0,0,0,0,-0.0216305113985743,-0.06625651161946168
30,0,0,0,0,0,0,0,0,0,-0.020531011206146973,-0.07994638229597759
31,0,0,0,0,0,0,0,0,0,-0.01029040773497213,-0.08495804429740504
32,0,0,0,0,0,0,0,0,0,-0.0009753326395232978,-0.10870982031337922
33,0,0,0,0,0,0,0,0,0,-0.013866632245481063,-0.11435968107788975
34,0,0,0,0,0,0,0,0,0,0.054790712280296916,-0.10320359209895527
35,0,0,0,0,0,0,0,0,0,0.04891465160701614,-0.09882373012308233
36,0,0,0,0,0,0,0,0,0,0.06587192085326496,-0.12032574991156397
37,0,0,0,0,0,0,0,0,0,-0.11840194131639839,-0.25289624058151333
38,0,0,0,0,0,0,0,0,0,0.011932627690073642,-0.16359171840533815
39,0,0,0,0,0,0,0,0,0,0.030509848564274952,-0.12303727855415728
40,0,0,0,0,0,0,0,0,0,0.04386470687428583,-0.14397961562989578
41,0,0,0,0,0,0,0,0,0,0.06044105803103818,-0.088555249949231
42,0,0,0,0,0,0,0,0,0,0.0601945734386773,-0.06079490279386708
43,0,0,0,0,0,0,0,0,0,0.059458931834485924,-0.0687194892425875
44,0,0,0,0,0,0,0,0,0,0.07694988347295861,-0.08490477082025462
45,0,0,0,0,0,0,0,0,0,-0.03226556521105146,-0.15822673884931174
46,0,0,0,0,0,0,0,0,0,-0.019884995638245855,-0.13832320468377718
47,0,0,0,0,0,0,0,0,0,0.03215078188498548,-0.12425771813937711
48,0,0,0,0,0,0,0,0,0,0.033734945923482064,-0.13428887291076155
49,0,0,0,0,0,0,0,0,0,-0.00463068428890491,-0.08956052291844244
50,0,0,0,0,0,0,0,0,0,0.01962661676991137,-0.08156544650218601
51,0,0,0,0,0,0,0,0,0,-0.038400283009794256,-0.07094536828931032
52,0,0,0,0,0,0,0,0,0,-0.036457790552001296,-0.05834326340424785
53,0,0,0,0,0,0,0,0,0,-0.025194884277880254,-0.06252261067397506
54,0,0,0,0,0,0,0,0,0,-0.011491435408396207,-0.03393396521967499
55,0,0,0,0,0,0,0,0,0,-0.024317675368174183,-0.09288376876104039
56,0,0,0,0,0,0,0,0,0,0.026247684770312692,-0.05284885570750039
57,0,0,0,0,0,0,0,0,0,0.035315150909713953,-0.05907558517432533
58,0,0,0,0,0,0,0,0,0,-0.0005326738434011102,-0.09354664422081495
59,0,0,0,0,0,0,0,0,0,-0.046431387358002035,-0.19715496541098942
60,0,0,0,0,0,0,0,0,0,0.059820063804325245,-0.15942101586168927
61,0,0,0,0,0,0,0,0,0,-0.04882593178435381,-0.09263368186197787
62,0,0,0,0,0,0,0,0,0,-0.0442903333490617,-0.08242529346362547
63,0,0,0,0,0,0,0,0,0,-0.07511112015498318,-0.09854469412790713
64,0,0,0,0,0,0,0,0,0,-0.06477236850677358,-0.04911893090282229
65,0,0,0,0,0,0,0,0,0,-0.051574613114720946,-0.011713669132931512
66,0,0,0,0,0,0,0,0,0,-0.030336808878928485,-0.052131850113111944
